x,y,z,category,size
45.21,24.54,53.76,C,5
54.31,-45.42,62.68,B,3
24.09,75.21,37.47,C,2
-49.94,-45.99,33.73,D,5
-89.91,75.23,53.22,A,4
89.11,36.0,-72.24,D,2
-17.4,-78.16,-89.37,A,2
29.28,88.82,-57.92,C,5
-94.28,-43.85,48.35,C,5
-99.26,60.29,29.08,B,1
57.68,86.86,63.55,A,4
20.35,-40.17,27.65,E,4
-55.22,84.69,58.86,C,4
-0.61,-85.07,61.69,D,1
83.74,1.09,-76.01,D,2
-88.56,-49.98,-5.94,E,5
6.27,34.31,94.96,D,1
-11.57,69.51,30.07,E,3
-32.96,-41.12,-91.41,E,3
-3.46,-63.64,-80.57,B,3
4.71,41.11,-80.22,E,4
19.1,-11.94,-7.11,B,5
56.28,-88.49,-95.53,E,3
-43.56,41.58,11.65,D,1
93.39,-67.12,89.34,C,4
61.01,-19.85,53.52,B,1
-39.19,75.59,83.38,E,3
-11.59,-5.19,-52.11,C,3
-18.42,75.99,42.51,E,3
88.72,92.75,27.51,E,4
-40.9,4.48,-23.35,C,5
4.02,93.42,-36.46,C,1
51.99,44.33,83.8,B,2
84.02,-44.57,-53.31,A,2
-95.67,66.07,59.62,B,5
10.87,84.82,30.49,B,4
27.43,79.21,-43.67,E,1
-38.12,91.82,-2.5,A,5
-15.28,73.68,-2.34,C,1
-24.11,-17.23,73.51,E,2
-8.4,77.87,-24.94,E,5
-7.22,32.16,68.5,D,2
65.59,-83.35,0.45,E,4
69.19,-80.62,41.37,D,5
-37.07,54.14,-27.69,E,2
-73.34,96.73,-59.77,B,2
87.46,6.42,95.78,B,5
89.97,-87.29,15.16,C,3
7.33,7.79,5.96,E,2
52.99,22.4,32.92,C,2
48.63,25.08,43.77,C,2
-84.33,-96.58,15.96,C,3
-60.98,-44.3,-46.38,D,4
90.75,-40.92,-53.71,D,5
35.88,89.57,-75.74,B,2
70.94,8.31,93.49,E,4
-91.63,27.99,25.06,E,5
-11.72,64.02,-39.44,C,3
37.63,-93.93,48.95,D,1
-62.56,60.97,43.44,D,2
-99.78,-88.17,-7.36,A,4
-20.88,-19.4,-40.52,C,5
53.45,61.1,7.01,A,2
-97.5,-83.0,-99.25,B,2
28.48,33.16,-22.56,C,2
46.59,93.58,-81.35,A,2
90.79,17.13,38.91,D,2
21.44,-22.68,19.66,A,1
61.85,-89.8,31.66,D,3
-76.92,-45.35,-22.2,C,2
85.8,-5.96,35.43,B,5
-2.16,66.42,36.99,C,4
7.39,80.88,-29.34,B,4
66.12,-53.26,-69.55,A,2
75.9,6.67,86.87,C,5
-8.89,-20.79,-71.2,A,1
-46.83,-31.85,43.82,B,5
55.86,-44.65,-20.14,E,4
23.91,16.09,-88.65,C,4
-72.6,-51.0,-72.53,C,5
-43.66,-14.44,-29.26,A,1
-16.37,97.53,22.43,A,5
-57.31,99.68,-26.34,E,3
-52.03,73.65,-98.28,B,4
46.94,-36.85,-69.17,A,2
-25.57,-81.89,26.91,D,4
-44.68,-12.62,62.28,B,1
-2.69,-84.17,52.45,C,5
67.78,-34.59,7.55,A,4
-12.32,-94.79,-8.92,E,2
93.33,22.53,-95.47,C,2
93.14,16.49,-32.48,D,5
13.94,93.39,-19.8,D,2
-93.69,-28.72,-14.1,E,4
-63.15,-78.67,14.48,B,1
-73.77,-16.93,52.77,E,4
-50.33,19.07,-67.21,C,3
-97.75,-60.74,57.58,C,3
33.81,-61.53,-17.64,A,5
-55.99,89.28,41.71,E,4
-7.35,-77.19,51.28,D,1
-21.14,-1.83,67.65,E,3
-77.3,22.65,48.17,D,5
56.76,15.48,83.59,C,3
-70.83,12.65,-92.35,A,1
90.8,-88.77,33.38,D,3
7.84,86.53,-8.24,B,2
76.58,-27.52,-53.5,C,4
38.32,-1.67,-58.92,D,1
-89.99,-34.24,46.53,C,4
-90.34,-14.3,-60.05,C,1
-5.94,-15.95,-44.47,D,4
-71.77,41.88,-6.4,C,4
73.09,-87.15,65.52,A,3
-86.64,50.99,24.97,B,4
-53.59,-45.69,-3.84,B,5
-79.8,27.25,-92.37,C,5
61.46,8.48,91.84,B,5
-29.39,81.18,31.6,D,2
47.53,-81.8,61.45,A,3
61.36,33.01,-43.86,D,2
-34.36,84.5,-22.56,D,3
-85.07,33.11,95.2,D,1
72.58,12.87,-95.32,A,2
-59.68,72.62,-50.59,D,1
-11.38,-77.02,83.82,B,3
-32.85,-13.86,-80.39,C,3
65.37,87.31,49.21,C,2
-28.1,-90.59,27.93,A,2
2.88,27.62,-9.67,E,1
-28.92,30.32,27.93,A,5
-97.34,76.63,-93.71,B,4
10.31,-90.04,-5.89,C,1
-70.56,99.37,51.64,C,5
82.63,11.06,0.22,D,1
36.92,-79.36,84.77,B,4
-70.8,55.2,20.65,E,3
-90.83,-41.27,48.89,B,4
-33.12,88.23,33.5,A,3
89.03,-60.99,67.54,E,5
-16.49,-83.55,13.8,A,3
96.54,-6.44,23.22,A,3
-17.66,-26.49,-73.66,A,3
20.5,-38.86,-99.9,A,5
-91.49,29.0,-25.39,A,2
70.54,86.66,-27.87,B,2
43.44,-47.11,-93.98,D,1
46.32,58.35,84.53,D,2
59.4,-97.94,-4.05,D,3
57.27,-92.66,73.69,C,1
-5.27,-1.09,43.26,C,4
51.29,-74.39,-36.55,C,1
-53.49,-18.13,45.26,D,2
47.8,-73.02,-41.97,C,5
14.72,88.78,-93.0,C,5
-82.33,-79.88,37.05,D,1
57.91,-68.11,-62.1,D,1
59.22,46.63,83.06,E,2
62.43,-72.81,58.75,C,3
3.17,38.86,-22.88,D,1
55.94,92.22,93.62,D,1
-2.49,-18.28,48.41,C,2
21.5,-56.59,18.76,A,4
-2.83,43.34,-78.05,B,2
-82.31,-94.95,90.9,E,5
22.46,-42.78,-43.45,C,5
-26.62,33.95,84.2,D,3
-53.2,-51.31,81.39,A,1
-89.37,-5.51,-32.22,B,2
37.96,72.06,-33.13,A,4
-29.83,81.32,-29.67,E,3
57.84,-37.52,3.09,A,2
10.85,-19.91,50.95,B,4
-34.01,-87.23,-4.8,E,5
9.34,-82.06,-79.13,D,4
-99.7,-66.17,-53.36,B,4
76.6,24.31,-64.93,B,3
-18.51,-44.95,-15.55,B,4
47.2,-70.94,-55.75,B,2
9.63,-41.85,-21.5,D,3
54.54,-69.98,72.31,D,3
-48.26,-61.94,-23.2,E,5
-84.66,-74.56,9.29,D,4
80.72,-67.81,76.86,B,3
-21.29,-32.77,40.99,C,5
-92.03,-23.07,-15.75,E,1
90.23,-81.21,60.75,C,3
54.45,49.32,87.23,A,4
27.28,-97.14,-44.79,C,4
27.15,65.95,-57.53,D,2
-10.55,-24.6,78.92,E,5
21.95,23.74,29.26,A,3
78.19,53.93,-87.55,A,2
-60.59,-0.41,-34.71,C,3
-20.2,78.27,3.63,A,4
-86.53,-72.05,-63.51,E,3
-86.85,28.16,-61.65,B,5
13.33,44.77,94.72,C,1
36.97,66.28,81.21,D,2
80.19,90.21,-49.65,E,1
-74.61,87.38,-40.06,E,1
11.08,85.48,-37.24,D,5
-3.54,61.18,-84.39,C,2
-93.15,-52.89,11.79,B,4
10.44,17.75,-89.64,C,1
67.31,-29.72,-92.17,A,5
5.94,16.38,28.79,A,1
-97.24,92.4,-14.6,E,1
70.63,26.77,49.81,E,5
54.35,96.4,-98.34,E,1
-50.61,93.97,92.07,C,3
-9.84,9.7,2.36,D,2
25.09,67.29,-92.83,C,2
31.74,61.91,-84.87,C,5
52.21,50.2,-91.89,A,4
67.37,50.66,-72.6,D,5
-11.65,66.15,96.78,C,1
-47.78,54.96,1.18,A,5
-49.82,-23.41,65.93,C,5
-42.77,-6.37,-65.89,D,5
20.11,-1.22,-58.22,E,3
43.31,-77.17,-72.09,D,3
24.48,90.14,-64.33,A,5
61.06,66.06,-88.83,A,4
96.02,-47.67,88.73,C,5
-56.89,89.78,-91.31,D,2
0.16,-72.9,-56.37,A,4
-82.81,57.06,63.81,C,3
-66.96,13.76,92.6,B,4
87.6,75.33,18.71,D,4
-48.71,3.63,-5.58,C,1
-89.23,97.06,-49.6,E,2
-39.38,-71.07,18.47,D,4
-52.25,40.76,23.58,D,5
-82.4,5.38,53.63,A,1
-69.68,78.49,22.79,A,1
-15.51,99.33,21.28,D,4
-60.63,-48.31,38.52,C,2
74.55,-51.81,61.12,A,5
-26.32,78.27,56.31,E,2
58.12,-76.1,-45.96,D,2
43.11,37.79,-91.82,E,3
46.61,9.45,-52.68,C,2
-93.13,41.39,-40.54,A,2
-59.69,80.39,-82.4,E,5
-14.06,46.39,-57.34,E,3
18.7,-56.21,-70.39,B,5
-34.52,-78.31,-88.12,C,5
-56.46,-30.25,-24.3,C,2
2.78,-97.39,23.15,E,1
19.78,-62.72,62.64,B,3
-68.74,-68.71,13.19,D,1
-95.0,-1.26,-15.42,B,2
55.55,-24.21,-6.36,A,3
43.42,-74.65,-59.41,A,2
-26.57,-83.71,89.48,A,3
-49.21,5.78,34.02,C,3
-27.31,-98.21,-1.63,A,2
74.54,-71.95,-90.8,E,2
38.92,79.37,74.71,B,5
39.6,3.83,63.03,A,1
-25.4,-20.7,-6.65,B,5
46.63,-5.07,-44.55,D,3
-67.68,-55.68,-54.15,C,4
99.79,-38.47,-40.36,D,1
85.76,43.12,-35.16,D,2
-42.12,-36.67,-68.64,E,4
-21.86,-0.13,96.0,C,4
-48.34,81.24,-67.13,B,4
10.51,38.77,-90.54,D,5
-57.07,13.17,60.37,A,3
-13.95,90.58,-53.25,B,5
-2.03,56.67,57.16,A,3
15.22,-11.78,-83.82,A,3
20.21,68.84,-89.16,E,5
-41.55,14.8,36.86,D,4
-56.88,47.38,-50.58,E,3
70.2,12.48,-9.02,B,1
10.11,-24.47,-4.11,C,2
-25.71,66.93,-64.24,B,5
73.2,-40.9,-95.67,E,1
19.7,-5.2,1.68,C,1
-40.29,97.53,86.56,C,5
75.69,21.3,-73.7,A,2
-4.88,-75.29,32.94,A,5
-75.68,-59.05,-1.81,B,1
-49.42,53.57,-90.94,B,3
-40.41,-37.62,45.11,C,5
62.77,-92.51,-89.58,E,4
-98.23,63.12,95.03,B,1
-77.96,-63.32,33.71,A,1
-11.91,-56.27,-87.26,C,1
32.09,-96.22,-48.75,E,3
-23.05,-98.91,-20.33,E,4
55.54,88.42,43.66,B,4
-8.4,-75.07,39.8,D,5
87.03,-26.51,13.05,E,2
-66.64,79.34,19.14,D,5
-79.61,17.98,-70.76,E,5
0.96,-10.04,16.15,A,2
-8.43,4.54,-12.82,B,2
49.71,-68.84,-96.81,B,5
-92.81,-47.78,-15.6,E,3
-38.81,-76.48,10.31,E,5
90.94,-42.89,71.64,A,2
17.53,80.24,22.1,D,2
-61.93,-99.93,-60.51,B,1
-45.22,16.69,62.89,C,3
90.88,-47.57,65.12,B,5
-86.87,66.15,-62.69,D,1
64.58,-28.46,-28.08,E,1
-78.14,43.79,75.46,E,3
98.21,40.17,-55.2,C,5
28.83,62.5,13.28,E,3
50.93,-36.18,-97.37,B,1
-44.04,8.27,-41.52,B,1
-33.38,65.79,42.73,B,3
17.7,9.52,32.99,C,1
-72.0,-68.75,42.71,A,1
-76.09,17.61,-70.4,E,1
73.2,48.63,71.72,A,4
-40.33,34.02,-83.9,B,4
72.9,61.12,-25.44,A,2
-21.14,18.53,75.83,E,2
-41.99,-56.36,-56.64,E,5
-0.18,6.07,-22.71,E,3
-6.16,-62.89,-22.09,D,2
31.76,3.13,-9.44,C,2
-71.29,90.77,-76.68,E,4
77.33,-60.34,-96.3,B,4
-66.76,-52.86,66.21,E,1
-36.86,44.23,-14.43,C,2
-86.43,31.39,-18.61,B,4
-97.32,79.71,26.98,B,2
-3.56,63.5,-45.86,A,3
-36.09,-40.82,-5.58,E,1
5.34,-24.53,75.37,D,5
-60.46,36.44,-88.79,D,1
-57.81,-57.52,95.65,E,3
-43.56,-33.09,-47.58,B,4
-28.55,72.05,0.38,A,2
-54.66,-91.94,-1.27,E,1
-18.04,-42.95,-60.95,A,2
61.91,-10.13,-0.42,A,1
37.72,0.81,-66.29,E,2
-7.81,32.84,16.06,A,3
-13.92,-58.03,-70.36,D,1
-82.92,-14.3,-66.2,C,3
-14.31,-40.4,49.42,D,2
57.31,-18.81,49.64,A,2
-89.97,46.82,-69.38,A,2
-37.63,89.11,82.83,E,2
23.79,88.44,-36.59,B,3
-39.5,-3.48,96.46,D,5
87.77,69.72,-51.0,A,3
-7.78,-83.11,9.03,A,2
68.94,-77.21,84.89,A,1
45.8,78.98,-55.06,A,3
-89.88,81.36,51.18,E,4
-43.04,-30.74,-3.48,A,2
97.71,47.42,95.97,D,4
-16.33,43.13,55.87,C,1
-92.38,-41.13,-12.49,D,1
-12.65,81.91,34.77,A,5
99.04,-11.53,-45.29,C,3
49.89,-12.52,95.21,C,3
87.59,97.0,-31.19,D,3
-58.04,-77.96,12.04,A,1
-94.03,-22.21,-85.25,B,3
-38.14,-45.0,-80.89,B,5
24.22,22.37,66.98,C,3
-77.66,5.19,-61.95,D,3
64.13,-14.73,91.2,C,1
-87.03,-5.78,51.45,B,4
36.32,-17.42,-65.63,B,2
44.48,-51.58,-41.68,A,5
19.43,17.82,-56.02,C,3
-86.01,73.05,61.01,B,3
-7.53,71.32,86.93,E,3
6.62,-23.74,87.83,D,3
-19.78,86.26,36.46,A,4
2.65,-20.0,74.2,D,1
-25.97,-28.9,-75.77,A,4
76.49,46.69,5.69,C,2
67.32,72.33,24.73,B,5
52.61,-19.92,-6.67,E,2
-18.38,-90.07,-76.8,A,3
53.99,79.97,-68.84,A,5
-9.39,-68.63,2.39,A,3
-20.91,-85.64,-19.27,B,1
46.98,60.19,73.06,B,1
-70.76,94.28,82.59,A,1
20.22,12.07,-29.2,D,3
33.07,94.15,69.83,E,5
6.46,5.13,-69.23,D,1
40.71,-18.65,-96.73,B,2
-37.15,85.85,53.56,B,5
51.99,0.24,-84.0,C,4
-37.22,7.83,-61.7,C,1
92.74,-15.26,-53.28,D,2
-81.98,-10.76,46.76,D,3
10.31,73.73,54.25,B,5
72.33,-87.65,9.63,D,2
63.94,-51.33,-67.71,C,3
33.67,76.44,-39.33,D,5
18.5,3.67,-79.3,C,2
74.02,-4.25,75.95,E,2
0.6,-33.92,58.31,E,4
-23.2,-32.96,37.06,B,4
-70.13,-59.55,-16.24,C,3
12.84,37.84,-45.5,C,3
53.27,-58.3,-99.58,D,2
98.14,7.47,-24.37,D,1
62.59,-32.95,-67.9,C,3
-19.32,27.68,86.01,E,3
-88.91,26.48,70.31,B,5
-71.34,66.88,8.17,D,3
-66.87,-10.93,9.22,B,1
-72.54,10.34,8.61,A,3
84.14,-82.42,87.59,A,4
16.99,-2.39,-43.38,C,2
-79.74,-69.91,1.05,C,4
4.32,99.91,69.4,B,1
98.43,-56.49,39.56,A,5
-8.26,-85.26,-8.54,C,2
-21.07,-94.23,62.59,A,1
92.94,96.07,98.05,A,2
76.47,52.45,-90.23,D,4
-47.44,95.2,22.25,C,1
91.88,-84.46,80.73,D,2
75.17,-59.81,-34.47,D,5
2.71,27.67,8.91,D,2
-57.3,49.27,82.01,D,1
-36.92,-18.67,-60.48,D,2
-15.6,-34.72,3.28,E,4
83.76,-86.53,81.67,A,4
-53.98,4.2,56.41,E,5
58.08,68.67,49.55,D,2
89.92,-98.53,-56.25,E,2
78.69,-55.55,-3.98,C,2
2.43,-25.78,20.03,B,1
12.69,52.39,56.23,A,5
47.95,81.99,-69.59,D,2
-63.97,-84.65,-48.59,E,5
-29.68,-79.54,11.34,D,1
4.14,-11.58,81.76,C,1
9.13,-51.09,-78.84,C,2
-38.58,49.07,-78.59,E,4
-76.05,36.1,-34.39,C,2
17.98,44.44,-30.29,B,3
6.32,44.15,74.07,A,5
-86.76,-47.32,74.39,C,1
45.82,85.71,-33.36,D,2
28.7,-44.1,-20.52,A,3
-72.13,-83.04,-31.9,B,2
4.09,41.74,-8.33,A,1
9.35,-60.46,7.25,A,1
75.45,14.99,-10.34,B,4
89.09,74.32,99.59,B,5
-47.51,-6.34,12.65,C,5
-42.2,78.26,68.55,C,1
-92.12,92.72,2.58,D,4
-66.16,-41.07,-65.37,D,4
-40.68,-98.91,-29.32,E,1
53.81,62.9,-37.59,B,1
48.45,19.19,-53.38,A,5
22.63,-43.65,-1.05,B,4
-22.59,-17.19,-38.85,E,2
-45.4,-90.42,1.21,B,2
-24.94,-85.84,-20.18,E,4
-10.46,-8.4,-87.74,C,1
-63.9,-56.57,26.47,A,4
-27.45,13.04,-73.75,A,4
-90.93,69.87,-38.47,D,3
-65.18,-13.11,13.43,D,3
-11.73,-82.71,-75.39,C,5
-90.66,-96.51,91.92,C,5
-45.59,-3.59,-1.4,D,3
-44.07,80.02,55.47,D,2
41.4,11.41,-70.07,B,1
-9.82,93.85,34.9,B,5
-3.83,42.59,-54.37,B,3
-27.6,-40.34,46.23,B,3
68.74,-74.12,-66.5,A,2
44.9,-44.12,-11.59,A,1
72.14,70.99,61.38,A,1
-32.35,-87.24,-55.17,E,5
-3.07,25.34,-66.41,A,5
86.01,80.84,-41.05,D,1
68.79,-68.24,-3.1,B,3
2.69,-89.3,-76.8,A,4
2.03,73.14,75.11,C,5
60.4,68.81,36.15,D,2
18.64,94.8,-91.99,B,2
-31.69,44.37,-57.96,C,1
59.07,-43.97,-48.36,A,5
-78.42,74.4,-27.93,B,1
40.8,-55.26,3.31,E,4
-35.46,75.26,-89.58,C,4
-28.72,-18.29,-33.24,D,3
-8.47,-14.15,83.84,A,4
7.62,72.94,77.38,D,2
-52.55,-75.23,94.5,A,2
7.42,6.32,61.92,C,1
31.03,10.27,-51.71,D,2
27.42,-11.89,59.42,B,2
14.23,60.81,62.79,B,2
58.6,-7.46,85.95,C,3
-0.7,-37.66,98.97,E,1
23.63,-18.29,62.61,B,3
-46.31,-8.39,-91.58,C,1
91.74,1.75,-10.19,D,4
0.93,17.85,30.52,C,3
4.5,-85.78,-58.89,D,4
-69.96,21.23,-62.99,A,4
-50.0,8.28,34.73,E,5
86.22,7.63,94.62,A,4
-63.8,41.94,-94.22,B,1
-11.55,-57.79,25.53,C,1
-88.63,-39.53,53.46,C,3
-86.7,-48.28,92.8,C,3
-83.37,-10.96,-89.04,D,4
70.63,53.56,72.69,D,2
60.27,72.77,-61.83,C,2
-77.25,71.46,-16.01,E,5
25.27,39.98,-56.31,D,4
38.07,88.08,32.4,C,2
-92.68,-88.04,97.34,E,4
14.74,-22.25,-67.86,C,4
-52.35,87.57,-25.42,A,4
37.25,68.05,77.15,E,2
39.03,-61.24,-14.63,A,5
-90.74,-70.18,-76.1,B,5
74.13,-48.14,-80.73,C,4
17.99,70.13,27.54,E,1
90.41,41.96,47.93,D,3
36.87,25.19,-94.06,E,5
-7.66,11.86,-7.2,A,5
-77.08,-98.9,-12.62,B,5
-48.56,-0.51,41.48,E,5
69.6,87.95,-49.72,E,1
-75.34,-89.71,-40.68,D,4
-62.48,-9.28,-3.8,D,3
93.43,-72.35,-72.99,C,2
79.0,14.07,-86.53,A,5
20.18,-39.63,-93.59,B,5
-39.38,-60.39,-91.74,D,3
-46.46,-22.59,-29.35,E,2
-77.33,36.19,36.49,C,5
14.73,16.78,-3.06,C,2
75.95,-14.66,-22.58,C,4
-50.93,-80.0,-76.38,A,2
-30.48,-4.64,-55.54,B,1
70.87,-99.14,77.41,B,3
35.37,60.16,74.07,A,4
-97.38,-91.32,75.62,D,3
-24.55,-77.07,65.85,B,4
80.03,38.1,98.59,C,1
46.68,36.27,13.1,A,3
40.13,34.06,38.13,B,1
-10.42,-71.17,66.8,E,1
62.51,-55.15,50.49,A,3
-92.76,-65.36,92.45,E,4
-84.69,-88.83,-7.35,E,3
59.01,-19.2,41.94,B,1
-32.28,-16.93,-42.54,D,5
82.28,-99.55,77.71,D,4
12.41,-45.09,-48.62,B,2
-79.99,99.3,20.81,C,5
-27.22,80.8,-0.27,E,1
-84.95,-86.71,62.08,D,1
29.79,22.63,29.02,D,3
-96.3,88.69,-18.65,B,3
44.89,41.76,39.91,D,4
-29.99,-15.97,89.12,C,2
0.21,-51.49,-14.59,B,3
58.22,-34.01,12.2,B,4
-81.13,10.54,2.18,A,4
-95.57,-43.88,-53.42,C,5
72.17,84.04,-72.24,D,1
-90.76,5.28,-20.77,B,5
-76.68,68.28,70.83,B,3
80.08,-6.32,79.03,B,5
-44.9,12.59,98.09,A,4
29.13,24.74,99.42,C,2
-18.54,65.04,-4.75,A,5
69.94,37.86,-5.81,D,3
-48.32,47.93,11.53,E,3
-43.78,-75.64,-42.56,C,5
-39.95,62.38,48.83,B,2
49.77,7.24,35.82,E,3
33.66,-81.37,-48.37,B,2
-69.53,-7.85,82.39,E,4
32.82,93.87,54.62,B,3
-45.62,-23.24,29.44,A,2
-31.82,11.87,-28.5,B,3
24.27,47.91,42.41,E,5
73.07,77.81,55.86,B,4
-8.15,96.1,-2.28,B,4
57.65,-69.41,-71.48,D,4
79.29,-20.25,-52.87,A,3
25.73,-68.97,68.75,C,4
-97.27,-96.05,78.46,C,3
-28.39,-50.4,-46.31,E,3
85.72,-82.73,10.98,B,2
77.27,52.6,19.87,C,4
21.07,7.66,-33.15,C,1
-27.43,-68.62,2.63,C,3
73.26,45.66,53.82,D,2
-76.57,29.4,-96.3,A,4
62.94,29.17,-50.2,A,3
57.44,-68.08,42.12,C,4
88.75,-31.52,-68.95,A,5
-87.25,69.41,99.98,E,2
87.61,-27.92,79.07,B,5
31.4,-45.02,75.31,E,4
57.19,-11.09,0.11,E,5
89.97,76.65,-40.77,C,5
-73.11,9.06,-13.78,E,2
75.22,51.92,50.68,B,1
36.39,-12.38,56.09,E,4
85.67,-43.25,-8.86,C,3
37.5,-86.24,-84.41,A,3
-80.79,75.45,-70.96,A,3
70.0,-46.1,-28.16,A,5
-33.79,-31.83,-1.44,D,5
62.42,-89.61,-65.33,D,1
51.79,-4.0,46.05,E,2
22.57,8.8,55.09,A,4
-70.15,57.46,95.33,B,2
-84.04,-42.38,68.95,D,5
-71.16,72.81,28.87,B,3
12.61,99.59,-69.1,D,5
-37.23,-45.24,-18.94,A,4
-62.45,-18.39,4.17,A,2
48.09,-98.72,50.11,E,2
-96.64,-99.12,-62.15,A,4
-95.88,-69.24,5.09,C,3
11.65,-86.08,-38.55,C,1
-12.97,-72.78,72.57,D,4
-75.12,49.39,2.49,D,1
-72.54,41.17,-0.16,D,4
-33.81,27.39,-58.27,A,1
-96.31,-6.72,21.38,B,4
-41.67,38.73,-14.06,E,2
-12.38,25.38,-48.61,B,2
-10.85,-72.87,-27.83,E,4
-52.66,-57.06,-45.81,B,1
-95.29,39.74,39.4,E,4
-56.59,80.48,20.77,A,4
80.71,68.58,-91.85,A,5
-64.98,13.31,-4.67,D,5
-14.62,-67.2,24.67,C,2
-91.14,-81.71,85.54,E,2
-27.18,-78.64,-44.78,A,3
-92.68,75.94,-83.02,E,1
-24.04,-4.35,40.88,B,5
-32.68,-23.97,-65.58,D,2
-17.71,-22.29,98.5,A,4
62.06,-92.79,-1.76,D,1
31.45,-46.82,-80.06,C,3
8.29,-41.0,94.0,B,3
-43.03,-7.59,-97.13,B,5
-4.21,34.67,29.29,D,4
-89.86,18.06,68.0,A,3
-76.89,40.18,-3.96,D,5
-8.61,-33.16,24.87,A,4
-22.85,-61.78,-60.4,C,1
57.56,-30.97,-29.3,A,4
50.57,-21.65,-1.88,D,3
-9.41,29.85,-27.94,D,1
-84.54,-10.78,72.04,B,5
77.32,36.84,53.8,D,1
-10.4,-62.92,12.11,E,2
49.97,74.44,44.49,A,2
21.21,51.2,-3.01,A,5
-87.82,79.52,82.18,D,3
83.3,-34.02,75.32,D,4
-23.67,44.39,-24.97,E,3
32.69,83.18,52.6,D,4
67.34,-33.29,98.29,E,4
-12.08,35.52,-30.95,E,3
-45.29,6.84,39.37,E,3
1.9,49.92,36.52,B,2
16.47,-92.28,-7.03,D,5
24.59,-19.53,-3.69,E,2
46.53,-4.96,18.77,C,2
-67.24,66.07,18.54,E,1
-43.19,-51.51,-10.04,B,4
-18.19,-23.42,85.2,C,2
73.29,-85.32,-57.3,C,2
-51.53,-95.47,-99.51,B,4
-66.11,-36.88,-28.11,D,5
-82.08,-91.65,54.94,D,3
78.09,83.65,72.1,D,5
-94.12,-40.88,-8.73,E,5
-59.75,95.9,-55.89,A,3
-56.0,70.88,75.78,B,2
61.48,24.98,-36.57,D,2
-53.45,97.54,88.57,E,1
68.22,90.09,51.13,E,5
78.79,42.62,68.87,C,4
39.98,72.17,-12.01,B,5
14.65,-34.66,0.85,B,4
68.4,29.21,81.07,C,3
51.99,66.76,68.31,C,4
-28.59,55.18,-65.83,C,5
-88.42,15.11,-9.36,C,4
-14.33,67.14,-60.55,B,3
45.89,58.0,62.61,D,3
44.48,-27.41,-95.79,A,1
-0.92,-84.59,99.31,B,2
54.79,95.49,31.63,A,4
47.13,18.57,89.44,A,1
-33.68,-86.83,-42.51,C,5
19.53,-94.64,-21.54,D,5
-55.39,-52.55,-7.72,C,2
51.58,-61.86,-51.16,B,5
-22.38,74.77,-45.34,B,2
72.62,-11.62,-68.33,D,4
-54.76,13.45,20.16,C,1
10.81,-71.52,-90.29,C,4
66.59,-55.35,6.21,E,5
-13.19,77.48,35.75,D,3
-9.02,-15.85,63.86,A,5
-24.2,-50.14,-83.83,E,4
-9.66,-66.24,84.26,E,2
62.03,95.41,61.96,A,4
96.87,35.32,-93.33,A,1
-73.91,-68.83,60.52,C,4
70.17,69.82,84.86,D,1
65.57,22.22,24.16,B,2
20.88,45.12,44.45,B,4
-50.75,61.68,22.14,E,4
36.02,-0.74,95.36,D,3
-27.66,-87.41,-18.7,A,3
23.95,26.66,4.41,C,5
70.55,32.48,-33.44,E,5
94.99,87.42,90.86,E,4
-41.0,10.08,18.69,A,5
-80.01,28.6,-51.88,D,2
54.89,-63.58,-43.48,B,4
82.27,51.3,-72.71,B,5
76.12,-64.12,25.76,D,1
12.01,-42.34,-8.07,A,3
48.98,-97.87,-95.65,A,1
-44.06,-89.55,-76.91,A,2
64.44,-65.24,-27.18,E,4
-66.73,-66.48,95.55,C,3
-97.61,79.81,7.65,D,5
40.6,-16.13,-8.68,C,2
20.45,88.11,-27.68,B,3
-20.29,64.63,-4.16,E,5
81.27,40.5,49.49,D,4
-25.87,73.69,32.83,D,1
-80.83,91.12,-35.96,D,3
-25.67,-44.42,50.3,B,1
88.86,-80.78,52.34,B,5
-54.53,-58.96,-22.35,A,2
-86.23,51.32,-87.0,B,5
-86.53,41.25,-36.38,A,4
-3.86,-23.13,-2.0,C,5
-66.92,87.93,-89.28,D,2
2.91,55.97,26.85,C,4
-18.47,-11.96,59.62,D,2
-99.18,-38.07,34.8,B,4
85.33,-23.3,21.54,E,2
-80.51,18.4,57.86,E,1
69.54,-32.64,73.57,D,1
-8.06,96.61,85.74,A,3
-73.79,-13.84,-5.43,C,2
48.85,8.44,34.77,C,5
24.78,-13.3,19.13,C,4
2.64,20.46,23.16,C,5
-72.87,-37.31,-56.51,C,5
-70.52,97.31,96.66,B,2
-58.38,71.8,-71.61,D,3
-51.61,-20.88,-19.04,B,3
3.83,5.85,-62.19,C,1
48.07,-28.55,-37.57,E,1
82.32,-28.02,7.32,D,1
53.38,-22.33,-78.14,E,5
-38.41,83.73,-58.94,C,2
-83.89,-11.89,76.31,A,4
68.49,39.09,29.51,D,4
29.0,-83.13,-76.55,E,4
-86.29,-45.33,45.58,E,5
51.14,-52.95,57.68,B,2
-9.16,-48.52,84.8,D,1
-42.25,-33.15,35.96,A,1
51.62,-81.1,-18.64,A,5
58.66,44.93,-4.49,B,4
-98.79,24.88,92.07,A,5
-69.57,-94.08,-7.83,E,4
-35.48,-33.86,36.72,B,5
86.69,46.77,-66.64,A,2
81.15,7.09,-18.74,B,1
72.62,-1.81,-57.08,E,5
